delivery_id,order_id,driver_id,pickup_time,delivery_time,delivery_status,distance_km,delivery_duration_minutes
DEL-00967,ORD-01292,DRV-013,2025-05-11 10:13:02,2025-05-11 13:46:02,delivered,61.7,213
DEL-00968,ORD-01293,DRV-013,2025-09-21 11:51:20,2025-09-21 12:37:20,failed,65.9,46
DEL-00969,ORD-01295,DRV-012,2025-05-30 13:03:44,2025-05-30 14:05:44,returned_to_warehouse,56.9,62
DEL-00970,ORD-01296,DRV-024,2025-07-07 10:30:30,2025-07-07 11:40:30,delivered,10.0,70
DEL-00971,ORD-01299,DRV-049,2025-08-25 01:05:49,2025-08-25 03:33:49,delivered,60.1,148
DEL-00972,ORD-01302,DRV-007,2025-07-24 17:54:14,2025-07-24 18:37:14,delivered,67.6,43
DEL-00973,ORD-01304,DRV-013,2025-12-24 07:42:10,2025-12-24 08:28:10,delivered,42.2,46
DEL-00974,ORD-01305,DRV-026,2025-10-21 18:54:09,2025-10-21 19:47:09,delivered,79.2,53
DEL-00975,ORD-01306,DRV-042,2025-12-16 12:41:33,2025-12-16 14:01:33,delivered,21.5,80
DEL-00976,ORD-01307,DRV-005,2025-12-30 17:18:57,2025-12-30 19:20:57,delivered,17.3,122
DEL-00977,ORD-01309,DRV-020,2025-09-23 13:01:25,2025-09-23 14:28:25,delivered,5.0,87
DEL-00978,ORD-01310,DRV-043,2025-09-30 12:16:52,2025-09-30 12:48:52,delivered,37.1,32
DEL-00979,ORD-01311,DRV-048,2026-02-19 01:22:37,2026-02-19 02:17:37,delivered,71.7,55
DEL-00980,ORD-01312,DRV-050,2025-05-27 09:31:59,2025-05-27 11:33:59,delivered,49.9,122
DEL-00981,ORD-01314,DRV-046,2025-11-25 15:16:20,2025-11-25 17:07:20,delivered,37.6,111
DEL-00982,ORD-01315,DRV-020,2026-01-27 14:20:02,2026-01-27 15:50:02,delivered,60.4,90
DEL-00983,ORD-01316,DRV-039,2026-03-28 02:40:34,2026-03-28 06:30:34,returned_to_warehouse,45.6,230
DEL-00984,ORD-01317,DRV-039,2026-02-12 03:42:34,2026-02-12 04:37:34,failed,13.0,55
DEL-00985,ORD-01318,DRV-044,2025-05-01 20:02:02,2025-05-01 21:59:02,delivered,13.9,117
DEL-00986,ORD-01319,DRV-002,2025-05-24 12:08:53,2025-05-24 15:16:53,delivered,73.6,188
DEL-00987,ORD-01320,DRV-042,2025-12-02 22:55:16,2025-12-02 23:51:16,delivered,73.6,56
DEL-00988,ORD-01321,DRV-049,2026-02-28 20:58:22,2026-03-01 00:24:22,in_transit,50.0,206
DEL-00989,ORD-01322,DRV-011,2026-03-16 20:37:21,2026-03-17 00:06:21,delivered,58.7,209
DEL-00990,ORD-01323,DRV-026,2025-06-13 21:38:58,2025-06-13 23:12:58,delivered,12.5,94
DEL-00991,ORD-01324,DRV-009,2025-08-01 21:49:12,2025-08-01 22:55:12,delivered,34.6,66
DEL-00992,ORD-01327,DRV-023,2026-01-08 17:30:50,2026-01-08 20:55:50,delivered,8.5,205
DEL-00993,ORD-01328,DRV-025,2025-05-24 12:31:46,2025-05-24 15:44:46,delivered,33.4,193
DEL-00994,ORD-01330,DRV-010,2025-08-18 05:13:45,2025-08-18 08:21:45,delivered,46.3,188
DEL-00995,ORD-01331,DRV-037,2025-06-05 03:49:13,2025-06-05 06:34:13,delivered,17.1,165
DEL-00996,ORD-01332,DRV-023,2026-02-21 20:43:15,2026-02-22 00:14:15,in_transit,8.7,211
DEL-00997,ORD-01333,DRV-041,2025-09-24 16:15:33,2025-09-24 17:43:33,delivered,12.9,88
DEL-00998,ORD-01334,DRV-009,2025-09-17 02:30:11,2025-09-17 05:42:11,delivered,29.4,192
DEL-00999,ORD-01335,DRV-011,2026-01-23 03:18:00,2026-01-23 06:28:00,delivered,37.6,190
DEL-01000,ORD-01336,DRV-030,2025-07-14 18:31:18,2025-07-14 19:08:18,delivered,5.6,37
DEL-01001,ORD-01337,DRV-048,2026-02-07 17:54:45,2026-02-07 19:32:45,delivered,45.6,98
DEL-01002,ORD-01338,DRV-008,2025-08-18 19:04:11,2025-08-18 20:39:11,delivered,64.8,95
DEL-01003,ORD-01339,DRV-012,2025-10-17 15:02:52,2025-10-17 18:08:52,delivered,29.3,186
DEL-01004,ORD-01340,DRV-033,2025-05-19 07:16:46,2025-05-19 10:49:46,delivered,65.3,213
DEL-01005,ORD-01341,DRV-010,2025-09-01 03:49:39,2025-09-01 07:44:39,delivered,52.1,235
DEL-01006,ORD-01344,DRV-025,2025-12-17 02:19:43,2025-12-17 05:30:43,delivered,75.9,191
DEL-01007,ORD-01345,DRV-012,2025-06-10 06:07:39,2025-06-10 07:50:39,delivered,45.1,103
DEL-01008,ORD-01346,DRV-020,2026-01-16 16:12:10,2026-01-16 16:45:10,delivered,34.6,33
DEL-01009,ORD-01347,DRV-026,2025-09-19 03:51:20,2025-09-19 06:23:20,returned_to_warehouse,22.6,152
DEL-01010,ORD-01348,DRV-038,2025-07-09 23:19:43,2025-07-10 02:24:43,in_transit,77.4,185
DEL-01011,ORD-01349,DRV-047,2026-02-02 16:15:06,2026-02-02 17:50:06,delivered,69.9,95
DEL-01012,ORD-01350,DRV-045,2025-09-15 07:59:15,2025-09-15 10:38:15,delivered,27.8,159
DEL-01013,ORD-01351,DRV-022,2025-09-12 23:02:50,2025-09-13 00:24:50,failed,4.8,82
DEL-01014,ORD-01352,DRV-033,2025-10-02 00:27:33,2025-10-02 02:27:33,delivered,35.7,120
DEL-01015,ORD-01355,DRV-029,2025-08-27 09:22:02,2025-08-27 11:57:02,failed,43.4,155
DEL-01016,ORD-01356,DRV-040,2025-04-28 14:02:04,2025-04-28 16:09:04,delivered,29.1,127
DEL-01017,ORD-01357,DRV-004,2025-06-09 14:17:49,2025-06-09 15:47:49,delivered,7.8,90
DEL-01018,ORD-01358,DRV-038,2025-04-20 12:20:52,2025-04-20 15:35:52,failed,12.0,195
DEL-01019,ORD-01359,DRV-013,2026-02-04 07:30:23,2026-02-04 08:22:23,delivered,79.4,52
DEL-01020,ORD-01360,DRV-038,2026-03-27 21:53:11,2026-03-28 00:00:11,delivered,2.7,127
DEL-01021,ORD-01361,DRV-006,2025-05-17 11:17:07,2025-05-17 14:37:07,failed,60.8,200
DEL-01022,ORD-01362,DRV-002,2025-08-10 18:38:28,2025-08-10 21:35:28,delivered,50.0,177
DEL-01023,ORD-01363,DRV-017,2026-04-09 23:38:00,2026-04-10 01:32:00,delivered,11.5,114
DEL-01024,ORD-01364,DRV-021,2025-06-17 01:34:14,2025-06-17 04:17:14,returned_to_warehouse,47.8,163
DEL-01025,ORD-01365,DRV-037,2025-05-10 03:57:23,2025-05-10 05:29:23,returned_to_warehouse,45.7,92
DEL-01026,ORD-01366,DRV-008,2026-01-18 20:02:17,2026-01-18 21:50:17,delivered,7.7,108
DEL-01027,ORD-01367,DRV-024,2025-12-13 14:05:09,2025-12-13 16:32:09,delivered,65.1,147
DEL-01028,ORD-01368,DRV-038,2025-12-06 16:04:29,2025-12-06 17:52:29,delivered,36.4,108
DEL-01029,ORD-01370,DRV-014,2025-05-07 19:53:13,2025-05-07 20:46:13,delivered,76.7,53
DEL-01030,ORD-01373,DRV-015,2025-12-14 15:42:41,2025-12-14 16:26:41,delivered,66.0,44
DEL-01031,ORD-01374,DRV-036,2025-10-22 23:23:32,2025-10-23 02:41:32,delivered,59.0,198
DEL-01032,ORD-01375,DRV-041,2025-08-02 11:23:21,2025-08-02 14:03:21,delivered,61.2,160
DEL-01033,ORD-01376,DRV-022,2025-09-11 00:00:00,2025-09-11 03:41:00,delivered,62.1,221
DEL-01034,ORD-01377,DRV-011,2025-12-21 11:29:19,2025-12-21 14:55:19,delivered,53.5,206
DEL-01035,ORD-01378,DRV-043,2025-11-04 22:57:22,2025-11-05 02:45:22,delivered,53.8,228
DEL-01036,ORD-01380,DRV-035,2026-01-12 12:26:52,2026-01-12 13:36:52,delivered,43.0,70
DEL-01037,ORD-01381,DRV-014,2026-03-16 06:14:21,2026-03-16 06:44:21,delivered,61.3,30
DEL-01038,ORD-01382,DRV-033,2025-04-19 01:24:32,2025-04-19 02:56:32,in_transit,31.1,92
DEL-01039,ORD-01384,DRV-044,2025-10-26 21:38:08,2025-10-26 23:35:08,delivered,35.3,117
DEL-01040,ORD-01386,DRV-032,2025-12-30 01:45:30,2025-12-30 04:03:30,delivered,39.8,138
DEL-01041,ORD-01387,DRV-021,2025-09-27 02:19:34,2025-09-27 02:53:34,delivered,49.6,34
DEL-01042,ORD-01388,DRV-047,2025-07-01 20:17:29,2025-07-01 23:08:29,returned_to_warehouse,19.1,171
DEL-01043,ORD-01389,DRV-022,2025-11-01 08:26:29,2025-11-01 11:23:29,delivered,27.4,177
DEL-01044,ORD-01391,DRV-006,2025-12-10 07:44:26,2025-12-10 08:34:26,delivered,20.0,50
DEL-01045,ORD-01394,DRV-046,2026-01-28 18:08:04,2026-01-28 20:40:04,delivered,27.1,152
DEL-01046,ORD-01397,DRV-045,2025-08-04 19:17:31,2025-08-04 22:20:31,failed,51.0,183
DEL-01047,ORD-01400,DRV-018,2026-01-07 06:10:51,2026-01-07 08:45:51,delivered,23.4,155
DEL-01048,ORD-01401,DRV-034,2026-01-11 07:15:36,2026-01-11 10:40:36,delivered,7.0,205
DEL-01049,ORD-01402,DRV-028,2025-06-01 19:40:30,2025-06-01 23:05:30,failed,71.2,205
DEL-01050,ORD-01403,DRV-042,2026-04-14 06:06:26,2026-04-14 07:58:26,delivered,61.3,112
DEL-01051,ORD-01404,DRV-017,2025-07-28 18:59:00,2025-07-28 22:51:00,delivered,50.1,232
DEL-01052,ORD-01407,DRV-021,2025-10-24 02:02:42,2025-10-24 03:29:42,delivered,22.9,87
DEL-01053,ORD-01408,DRV-020,2026-01-17 11:13:34,2026-01-17 14:59:34,delivered,29.9,226
DEL-01054,ORD-01413,DRV-039,2025-07-15 06:39:59,2025-07-15 07:37:59,delivered,49.7,58
DEL-01055,ORD-01414,DRV-004,2026-01-24 16:13:16,2026-01-24 17:43:16,in_transit,75.0,90
DEL-01056,ORD-01415,DRV-012,2026-01-07 15:32:44,2026-01-07 16:54:44,delivered,29.4,82
DEL-01057,ORD-01416,DRV-003,2026-04-11 09:32:52,2026-04-11 10:30:52,delivered,32.9,58
DEL-01058,ORD-01417,DRV-042,2025-05-26 08:14:50,2025-05-26 11:58:50,delivered,59.4,224
DEL-01059,ORD-01418,DRV-009,2025-05-09 08:36:35,2025-05-09 09:45:35,delivered,15.5,69
DEL-01060,ORD-01419,DRV-014,2025-08-31 09:34:59,2025-08-31 11:15:59,delivered,61.2,101
DEL-01061,ORD-01420,DRV-025,2025-12-01 14:10:47,2025-12-01 17:57:47,delivered,53.7,227
DEL-01062,ORD-01421,DRV-050,2025-08-24 08:22:05,2025-08-24 11:13:05,delivered,5.8,171
DEL-01063,ORD-01423,DRV-006,2025-12-10 05:19:13,2025-12-10 07:40:13,in_transit,53.1,141
DEL-01064,ORD-01425,DRV-018,2025-08-04 17:59:44,2025-08-04 21:11:44,returned_to_warehouse,70.2,192
DEL-01065,ORD-01426,DRV-036,2026-01-09 22:15:59,2026-01-10 02:08:59,failed,17.9,233
DEL-01066,ORD-01427,DRV-015,2025-09-28 07:19:09,2025-09-28 08:07:09,delivered,67.4,48
DEL-01067,ORD-01428,DRV-034,2026-04-10 23:26:55,2026-04-11 03:07:55,delivered,20.9,221
DEL-01068,ORD-01429,DRV-023,2026-02-04 23:58:26,2026-02-05 02:10:26,delivered,79.0,132
DEL-01069,ORD-01430,DRV-023,2026-04-12 20:28:38,2026-04-12 22:04:38,failed,23.3,96
DEL-01070,ORD-01431,DRV-040,2025-11-09 00:01:46,2025-11-09 03:00:46,delivered,14.0,179
DEL-01071,ORD-01432,DRV-048,2026-03-10 18:42:00,2026-03-10 21:03:00,delivered,39.8,141
DEL-01072,ORD-01434,DRV-009,2025-10-29 17:49:13,2025-10-29 20:02:13,delivered,51.4,133
DEL-01073,ORD-01435,DRV-045,2025-11-19 10:34:43,2025-11-19 13:45:43,delivered,28.0,191
DEL-01074,ORD-01436,DRV-007,2025-08-24 00:06:40,2025-08-24 03:59:40,delivered,25.3,233
DEL-01075,ORD-01438,DRV-023,2026-01-29 00:24:51,2026-01-29 03:50:51,delivered,13.9,206
DEL-01076,ORD-01439,DRV-010,2026-01-02 23:22:57,2026-01-03 01:45:57,failed,59.6,143
DEL-01077,ORD-01440,DRV-006,2025-12-19 12:31:59,2025-12-19 15:09:59,in_transit,30.4,158
DEL-01078,ORD-01441,DRV-042,2026-01-04 00:58:09,2026-01-04 02:59:09,delivered,77.6,121
DEL-01079,ORD-01443,DRV-002,2025-07-17 10:50:03,2025-07-17 14:08:03,delivered,19.0,198
DEL-01080,ORD-01444,DRV-036,2025-08-15 07:58:04,2025-08-15 10:35:04,failed,37.4,157
DEL-01081,ORD-01445,DRV-027,2025-11-14 20:02:50,2025-11-14 20:54:50,delivered,73.3,52
DEL-01082,ORD-01446,DRV-031,2026-02-10 23:58:54,2026-02-11 01:23:54,delivered,75.5,85
DEL-01083,ORD-01447,DRV-001,2025-08-27 10:55:28,2025-08-27 13:36:28,delivered,22.8,161
DEL-01084,ORD-01448,DRV-031,2025-05-22 18:04:40,2025-05-22 20:57:40,delivered,49.5,173
DEL-01085,ORD-01449,DRV-037,2026-01-02 22:12:32,2026-01-03 00:09:32,delivered,8.4,117
DEL-01086,ORD-01452,DRV-005,2025-05-10 08:18:53,2025-05-10 11:13:53,delivered,75.2,175
DEL-01087,ORD-01453,DRV-037,2026-03-07 12:35:57,2026-03-07 15:08:57,delivered,31.2,153
DEL-01088,ORD-01456,DRV-020,2025-08-30 11:17:04,2025-08-30 14:43:04,delivered,23.6,206
DEL-01089,ORD-01459,DRV-007,2025-10-23 22:05:14,2025-10-24 01:54:14,delivered,14.9,229
DEL-01090,ORD-01460,DRV-049,2025-09-08 02:42:30,2025-09-08 04:22:30,delivered,50.4,100
DEL-01091,ORD-01461,DRV-022,2025-07-22 21:36:56,2025-07-23 01:20:56,delivered,21.1,224
DEL-01092,ORD-01462,DRV-028,2025-10-16 17:44:25,2025-10-16 20:40:25,delivered,39.1,176
DEL-01093,ORD-01465,DRV-003,2026-03-22 18:22:28,2026-03-22 20:29:28,delivered,62.9,127
DEL-01094,ORD-01466,DRV-040,2025-10-12 20:20:22,2025-10-12 20:54:22,delivered,30.2,34
DEL-01095,ORD-01468,DRV-020,2026-02-11 08:28:36,2026-02-11 11:44:36,delivered,63.9,196
DEL-01096,ORD-01469,DRV-032,2025-06-08 02:26:38,2025-06-08 06:12:38,delivered,35.7,226
DEL-01097,ORD-01471,DRV-012,2025-12-31 18:54:54,2025-12-31 20:50:54,delivered,69.1,116
DEL-01098,ORD-01472,DRV-018,2025-06-04 13:17:58,2025-06-04 14:23:58,delivered,58.6,66
DEL-01099,ORD-01473,DRV-026,2025-12-31 03:50:03,2025-12-31 06:56:03,delivered,69.0,186
DEL-01100,ORD-01475,DRV-023,2025-05-31 10:00:34,2025-05-31 13:27:34,failed,20.8,207
DEL-01101,ORD-01476,DRV-004,2025-07-03 00:06:48,2025-07-03 02:08:48,delivered,48.3,122
DEL-01102,ORD-01478,DRV-042,2026-01-15 04:44:50,2026-01-15 05:26:50,failed,10.6,42
DEL-01103,ORD-01479,DRV-019,2026-03-27 06:37:37,2026-03-27 09:05:37,delivered,37.5,148
DEL-01104,ORD-01480,DRV-043,2025-08-30 07:36:58,2025-08-30 09:13:58,delivered,20.8,97
DEL-01105,ORD-01481,DRV-023,2026-03-30 02:34:51,2026-03-30 06:01:51,delivered,43.9,207
DEL-01106,ORD-01485,DRV-026,2025-11-13 03:05:33,2025-11-13 05:08:33,delivered,38.5,123
DEL-01107,ORD-01486,DRV-047,2025-05-01 04:14:36,2025-05-01 05:10:36,delivered,19.4,56
DEL-01108,ORD-01487,DRV-022,2025-06-12 10:58:13,2025-06-12 13:32:13,delivered,26.1,154
DEL-01109,ORD-01488,DRV-043,2025-08-31 19:20:01,2025-08-31 22:36:01,delivered,31.2,196
DEL-01110,ORD-01489,DRV-024,2026-04-13 14:11:03,2026-04-13 15:19:03,delivered,20.5,68
DEL-01111,ORD-01491,DRV-044,2025-10-11 05:38:47,2025-10-11 07:37:47,delivered,45.1,119
DEL-01112,ORD-01493,DRV-032,2025-06-08 16:06:12,2025-06-08 19:05:12,delivered,63.3,179
DEL-01113,ORD-01494,DRV-033,2025-11-19 02:38:40,2025-11-19 05:41:40,delivered,25.5,183
DEL-01114,ORD-01495,DRV-034,2025-05-03 19:36:12,2025-05-03 22:53:12,in_transit,33.9,197
DEL-01115,ORD-01497,DRV-013,2026-03-08 13:24:07,2026-03-08 15:01:07,delivered,51.0,97
DEL-01116,ORD-01498,DRV-042,2025-07-04 14:52:31,2025-07-04 16:04:31,delivered,20.6,72
DEL-01117,ORD-01499,DRV-002,2026-02-11 01:23:37,2026-02-11 04:36:37,in_transit,25.6,193
DEL-01118,ORD-01500,DRV-029,2025-10-12 12:47:16,2025-10-12 13:43:16,delivered,21.6,56
DEL-01119,ORD-01501,DRV-032,2025-06-01 03:26:13,2025-06-01 06:59:13,delivered,9.5,213
DEL-01120,ORD-01502,DRV-045,2025-08-22 21:18:46,2025-08-23 00:19:46,delivered,40.2,181
DEL-01121,ORD-01503,DRV-021,2026-02-28 08:05:24,2026-02-28 09:49:24,delivered,11.7,104
DEL-01122,ORD-01506,DRV-014,2025-11-09 22:29:28,2025-11-10 00:26:28,delivered,79.6,117
DEL-01123,ORD-01507,DRV-003,2026-03-11 21:50:32,2026-03-11 23:32:32,delivered,31.1,102
DEL-01124,ORD-01508,DRV-025,2026-01-26 11:15:39,2026-01-26 13:43:39,delivered,4.0,148
DEL-01125,ORD-01509,DRV-044,2025-10-06 14:52:14,2025-10-06 15:26:14,delivered,8.1,34
DEL-01126,ORD-01510,DRV-029,2026-01-03 19:46:50,2026-01-03 23:04:50,delivered,68.0,198
DEL-01127,ORD-01511,DRV-042,2025-11-24 23:38:45,2025-11-25 00:17:45,delivered,75.3,39
DEL-01128,ORD-01512,DRV-045,2026-01-19 19:13:17,2026-01-19 22:10:17,delivered,4.6,177
DEL-01129,ORD-01513,DRV-044,2025-10-18 17:46:43,2025-10-18 19:01:43,delivered,75.6,75
DEL-01130,ORD-01514,DRV-048,2025-10-01 09:35:44,2025-10-01 11:46:44,delivered,72.5,131
DEL-01131,ORD-01516,DRV-043,2025-09-28 22:37:16,2025-09-29 00:40:16,delivered,47.1,123
DEL-01132,ORD-01517,DRV-029,2026-02-27 16:19:01,2026-02-27 20:06:01,delivered,63.7,227
DEL-01133,ORD-01518,DRV-028,2025-08-13 14:54:28,2025-08-13 18:17:28,returned_to_warehouse,21.5,203
DEL-01134,ORD-01519,DRV-023,2026-02-03 05:05:48,2026-02-03 06:36:48,delivered,30.7,91
DEL-01135,ORD-01521,DRV-004,2025-09-14 06:50:36,2025-09-14 09:34:36,in_transit,48.4,164
DEL-01136,ORD-01522,DRV-018,2025-07-11 01:00:15,2025-07-11 02:02:15,delivered,12.4,62
DEL-01137,ORD-01524,DRV-023,2025-11-01 10:22:03,2025-11-01 11:13:03,delivered,77.4,51
DEL-01138,ORD-01525,DRV-005,2026-04-02 21:26:05,2026-04-02 22:23:05,delivered,60.8,57
DEL-01139,ORD-01526,DRV-020,2026-03-07 14:02:41,2026-03-07 15:20:41,delivered,5.7,78
DEL-01140,ORD-01527,DRV-015,2026-01-09 23:58:29,2026-01-10 02:34:29,returned_to_warehouse,51.5,156
DEL-01141,ORD-01528,DRV-021,2025-12-08 20:05:21,2025-12-08 22:18:21,failed,68.4,133
DEL-01142,ORD-01529,DRV-029,2026-02-27 07:52:52,2026-02-27 11:24:52,delivered,62.2,212
DEL-01143,ORD-01530,DRV-018,2026-01-01 03:21:39,2026-01-01 07:20:39,returned_to_warehouse,71.0,239
DEL-01144,ORD-01531,DRV-043,2025-11-12 02:06:32,2025-11-12 02:41:32,delivered,17.3,35
DEL-01145,ORD-01532,DRV-047,2026-01-31 14:04:36,2026-01-31 17:24:36,delivered,6.0,200
DEL-01146,ORD-01533,DRV-024,2025-12-30 18:01:42,2025-12-30 21:56:42,delivered,30.4,235
DEL-01147,ORD-01534,DRV-033,2025-11-08 04:07:12,2025-11-08 08:05:12,delivered,14.0,238
DEL-01148,ORD-01538,DRV-027,2025-11-28 05:33:04,2025-11-28 07:30:04,returned_to_warehouse,16.2,117
DEL-01149,ORD-01540,DRV-017,2025-05-05 17:37:27,2025-05-05 21:13:27,delivered,38.7,216
DEL-01150,ORD-01541,DRV-033,2025-11-11 22:45:55,2025-11-12 02:34:55,delivered,64.4,229
DEL-01151,ORD-01543,DRV-038,2025-10-08 21:12:05,2025-10-09 00:57:05,delivered,42.8,225
DEL-01152,ORD-01544,DRV-013,2026-03-09 14:50:13,2026-03-09 15:42:13,delivered,65.2,52
DEL-01153,ORD-01549,DRV-043,2026-01-30 05:39:48,2026-01-30 09:34:48,delivered,15.0,235
DEL-01154,ORD-01550,DRV-006,2025-07-14 19:15:51,2025-07-14 21:07:51,delivered,69.6,112
DEL-01155,ORD-01551,DRV-035,2025-12-31 23:24:55,2026-01-01 00:21:55,delivered,47.7,57
DEL-01156,ORD-01552,DRV-040,2026-03-07 12:07:04,2026-03-07 16:03:04,delivered,78.3,236
DEL-01157,ORD-01554,DRV-021,2026-02-06 19:24:57,2026-02-06 21:12:57,delivered,32.8,108
DEL-01158,ORD-01555,DRV-024,2025-11-24 14:41:01,2025-11-24 16:18:01,delivered,51.1,97
DEL-01159,ORD-01556,DRV-021,2025-09-11 09:12:13,2025-09-11 10:36:13,delivered,16.1,84
DEL-01160,ORD-01557,DRV-007,2025-05-02 22:27:20,2025-05-03 00:10:20,delivered,74.1,103
DEL-01161,ORD-01558,DRV-049,2026-02-26 18:00:00,2026-02-26 21:47:00,delivered,55.6,227
DEL-01162,ORD-01559,DRV-029,2025-04-26 16:03:36,2025-04-26 19:31:36,delivered,28.7,208
DEL-01163,ORD-01561,DRV-010,2025-09-14 20:22:23,2025-09-14 23:02:23,delivered,77.4,160
DEL-01164,ORD-01562,DRV-035,2026-02-23 21:36:41,2026-02-23 22:58:41,delivered,45.1,82
DEL-01165,ORD-01564,DRV-047,2025-07-18 23:29:55,2025-07-19 02:55:55,delivered,48.3,206
DEL-01166,ORD-01565,DRV-050,2025-05-28 19:05:14,2025-05-28 21:46:14,delivered,25.5,161
DEL-01167,ORD-01566,DRV-017,2025-05-24 10:52:29,2025-05-24 12:33:29,failed,69.2,101
DEL-01168,ORD-01567,DRV-005,2025-06-17 05:09:18,2025-06-17 08:30:18,in_transit,12.5,201
DEL-01169,ORD-01569,DRV-021,2025-07-18 19:16:10,2025-07-18 22:35:10,delivered,42.7,199
DEL-01170,ORD-01572,DRV-029,2025-09-12 06:13:38,2025-09-12 06:58:38,delivered,72.2,45
DEL-01171,ORD-01573,DRV-013,2025-06-17 00:13:41,2025-06-17 03:01:41,delivered,18.2,168
DEL-01172,ORD-01574,DRV-019,2025-11-26 05:29:02,2025-11-26 08:09:02,delivered,39.6,160
DEL-01173,ORD-01575,DRV-027,2025-08-13 19:33:36,2025-08-13 22:06:36,delivered,5.6,153
DEL-01174,ORD-01576,DRV-035,2025-04-27 11:18:58,2025-04-27 14:38:58,delivered,39.7,200
DEL-01175,ORD-01577,DRV-039,2025-05-07 18:57:09,2025-05-07 22:45:09,delivered,38.3,228
DEL-01176,ORD-01580,DRV-045,2025-09-14 12:50:44,2025-09-14 13:20:44,delivered,39.7,30
DEL-01177,ORD-01581,DRV-007,2025-08-14 10:09:19,2025-08-14 10:55:19,delivered,51.6,46
DEL-01178,ORD-01582,DRV-034,2025-09-01 05:47:53,2025-09-01 06:54:53,delivered,5.3,67
DEL-01179,ORD-01584,DRV-033,2025-05-31 00:30:04,2025-05-31 03:23:04,delivered,5.8,173
DEL-01180,ORD-01585,DRV-043,2025-06-29 18:43:39,2025-06-29 22:41:39,in_transit,46.8,238
DEL-01181,ORD-01586,DRV-026,2026-01-15 22:09:49,2026-01-16 00:18:49,delivered,67.9,129
DEL-01182,ORD-01587,DRV-038,2025-11-16 12:07:48,2025-11-16 15:14:48,delivered,35.5,187
DEL-01183,ORD-01588,DRV-044,2025-10-14 11:28:46,2025-10-14 12:19:46,delivered,33.3,51
DEL-01184,ORD-01589,DRV-017,2026-01-17 14:24:35,2026-01-17 15:53:35,in_transit,49.5,89
DEL-01185,ORD-01590,DRV-047,2025-09-05 12:23:03,2025-09-05 16:17:03,returned_to_warehouse,46.4,234
DEL-01186,ORD-01591,DRV-020,2025-05-29 16:54:56,2025-05-29 20:36:56,in_transit,40.0,222
DEL-01187,ORD-01592,DRV-046,2025-05-08 06:37:31,2025-05-08 08:33:31,returned_to_warehouse,65.5,116
DEL-01188,ORD-01593,DRV-005,2025-10-04 03:40:17,2025-10-04 06:05:17,delivered,55.2,145
DEL-01189,ORD-01594,DRV-026,2025-09-13 10:28:28,2025-09-13 12:33:28,delivered,45.6,125
DEL-01190,ORD-01595,DRV-001,2025-10-11 01:16:16,2025-10-11 02:22:16,delivered,47.2,66
DEL-01191,ORD-01596,DRV-016,2025-09-12 20:07:57,2025-09-12 21:47:57,returned_to_warehouse,15.7,100
DEL-01192,ORD-01597,DRV-047,2025-07-10 08:03:09,2025-07-10 11:06:09,failed,21.4,183
DEL-01193,ORD-01598,DRV-026,2026-03-05 18:58:11,2026-03-05 22:47:11,returned_to_warehouse,70.2,229
DEL-01194,ORD-01601,DRV-037,2025-12-20 10:52:55,2025-12-20 11:22:55,delivered,13.0,30
DEL-01195,ORD-01602,DRV-030,2025-07-16 17:17:16,2025-07-16 21:00:16,delivered,4.0,223
DEL-01196,ORD-01603,DRV-039,2025-11-05 08:34:20,2025-11-05 12:26:20,in_transit,23.6,232
DEL-01197,ORD-01604,DRV-015,2026-01-28 04:08:20,2026-01-28 05:28:20,delivered,62.3,80
DEL-01198,ORD-01605,DRV-040,2025-08-07 01:18:11,2025-08-07 03:56:11,delivered,66.5,158
DEL-01199,ORD-01608,DRV-016,2025-12-05 16:24:05,2025-12-05 17:15:05,delivered,2.3,51
DEL-01200,ORD-01610,DRV-020,2026-04-06 15:37:12,2026-04-06 19:32:12,delivered,27.4,235
DEL-01201,ORD-01611,DRV-045,2025-08-31 00:26:38,2025-08-31 02:00:38,delivered,31.4,94
DEL-01202,ORD-01612,DRV-048,2026-04-12 13:07:11,2026-04-12 15:05:11,failed,11.5,118
DEL-01203,ORD-01614,DRV-006,2025-10-29 08:02:53,2025-10-29 09:49:53,delivered,5.7,107
DEL-01204,ORD-01615,DRV-022,2025-09-17 22:39:08,2025-09-18 01:28:08,delivered,21.1,169
DEL-01205,ORD-01616,DRV-031,2026-03-15 16:03:59,2026-03-15 18:44:59,delivered,76.2,161
DEL-01206,ORD-01620,DRV-049,2026-02-14 05:12:50,2026-02-14 08:10:50,delivered,2.9,178
DEL-01207,ORD-01621,DRV-032,2025-08-01 17:37:52,2025-08-01 20:41:52,delivered,37.4,184
DEL-01208,ORD-01622,DRV-023,2026-04-06 01:10:32,2026-04-06 03:44:32,delivered,56.5,154
DEL-01209,ORD-01623,DRV-037,2025-04-17 01:53:57,2025-04-17 04:31:57,delivered,37.2,158
DEL-01210,ORD-01624,DRV-045,2026-03-23 13:02:12,2026-03-23 13:50:12,failed,12.1,48
DEL-01211,ORD-01625,DRV-017,2025-10-09 21:52:08,2025-10-09 22:23:08,returned_to_warehouse,27.7,31
DEL-01212,ORD-01626,DRV-036,2025-11-21 13:54:18,2025-11-21 17:51:18,delivered,20.1,237
DEL-01213,ORD-01627,DRV-036,2026-02-17 22:53:16,2026-02-18 00:45:16,delivered,18.3,112
