order_id,customer_id,warehouse_id,order_date,order_status,total_amount,item_count
ORD-01315,CUST-0314,WH-004,2026-01-25 23:20:02,delivered,48.14,10
ORD-01316,CUST-0391,WH-001,2026-03-27 07:40:34,delivered,362.17,5
ORD-01317,CUST-0088,WH-001,2026-02-10 02:42:34,returned,62.86,4
ORD-01318,CUST-0472,WH-008,2025-04-30 15:02:02,delivered,300.85,8
ORD-01319,CUST-0345,WH-002,2025-05-23 19:08:53,shipped,187.09,7
ORD-01320,CUST-0218,WH-004,2025-12-01 08:55:16,delivered,212.68,6
ORD-01321,CUST-0064,WH-008,2026-02-27 08:58:22,shipped,80.92,6
ORD-01322,CUST-0361,WH-005,2026-03-14 00:37:21,delivered,34.7,6
ORD-01323,CUST-0253,WH-002,2025-06-11 15:38:58,delivered,236.62,12
ORD-01324,CUST-0160,WH-008,2025-07-30 23:49:12,delivered,212.53,7
ORD-01325,CUST-0097,WH-002,2025-09-23 13:22:48,cancelled,404.18,11
ORD-01326,CUST-0189,WH-003,2025-10-17 01:42:29,pending,341.97,11
ORD-01327,CUST-0054,WH-007,2026-01-07 20:30:50,delivered,334.4,2
ORD-01328,CUST-0062,WH-003,2025-05-21 13:31:46,delivered,352.09,2
ORD-01329,CUST-0380,WH-003,2025-12-07 15:24:06,processing,487.98,6
ORD-01330,CUST-0103,WH-007,2025-08-15 12:13:45,shipped,421.48,12
ORD-01331,CUST-0256,WH-005,2025-06-04 14:49:13,delivered,386.5,10
ORD-01332,CUST-0140,WH-007,2026-02-19 05:43:15,delivered,338.34,7
ORD-01333,CUST-0249,WH-005,2025-09-22 16:15:33,shipped,235.5,2
ORD-01334,CUST-0129,WH-008,2025-09-14 03:30:11,delivered,319.76,3
ORD-01335,CUST-0016,WH-002,2026-01-21 04:18:00,delivered,417.7,8
ORD-01336,CUST-0348,WH-001,2025-07-13 21:31:18,returned,200.58,11
ORD-01337,CUST-0168,WH-003,2026-02-04 19:54:45,delivered,317.27,2
ORD-01338,CUST-0339,WH-008,2025-08-17 23:04:11,delivered,112.94,11
ORD-01339,CUST-0255,WH-008,2025-10-16 18:02:52,delivered,278.08,9
ORD-01340,CUST-0280,WH-001,2025-05-16 10:16:46,returned,30.33,7
ORD-01341,CUST-0451,WH-002,2025-08-29 07:49:39,delivered,167.56,7
ORD-01342,CUST-0227,WH-008,2026-01-15 23:55:55,pending,100.78,11
ORD-01343,CUST-0441,WH-005,2025-08-25 00:27:12,cancelled,94.61,7
ORD-01344,CUST-0069,WH-005,2025-12-14 04:19:43,delivered,251.42,2
ORD-01345,CUST-0292,WH-008,2025-06-09 16:07:39,delivered,347.41,10
ORD-01346,CUST-0241,WH-008,2026-01-15 12:12:10,delivered,90.81,1
ORD-01347,CUST-0201,WH-005,2025-09-16 07:51:20,delivered,485.87,10
ORD-01348,CUST-0347,WH-006,2025-07-07 15:19:43,delivered,152.95,1
ORD-01349,CUST-0015,WH-001,2026-02-02 03:15:06,shipped,192.71,12
ORD-01350,CUST-0299,WH-001,2025-09-13 06:59:15,delivered,318.2,7
ORD-01351,CUST-0050,WH-007,2025-09-11 19:02:50,delivered,188.32,6
ORD-01352,CUST-0029,WH-004,2025-09-29 20:27:33,delivered,329.32,10
ORD-01353,CUST-0044,WH-002,2026-02-20 14:59:25,cancelled,70.52,3
ORD-01354,CUST-0011,WH-006,2026-01-30 12:28:38,pending,334.02,7
ORD-01355,CUST-0291,WH-007,2025-08-25 10:22:02,delivered,352.54,10
ORD-01356,CUST-0012,WH-006,2025-04-26 04:02:04,delivered,204.3,10
ORD-01357,CUST-0051,WH-008,2025-06-07 11:17:49,shipped,342.43,6
ORD-01358,CUST-0255,WH-006,2025-04-18 22:20:52,shipped,160.27,7
ORD-01359,CUST-0104,WH-008,2026-02-03 18:30:23,delivered,487.44,2
ORD-01360,CUST-0431,WH-004,2026-03-25 22:53:11,delivered,38.05,10
ORD-01361,CUST-0206,WH-004,2025-05-16 06:17:07,delivered,479.6,12
ORD-01362,CUST-0433,WH-002,2025-08-08 06:38:28,delivered,147.58,10
ORD-01363,CUST-0411,WH-008,2026-04-08 22:38:00,delivered,183.45,2
ORD-01364,CUST-0334,WH-005,2025-06-14 07:34:14,delivered,160.46,11
ORD-01365,CUST-0277,WH-006,2025-05-07 17:57:23,delivered,210.12,10
ORD-01366,CUST-0264,WH-008,2026-01-17 14:02:17,delivered,280.57,1
ORD-01367,CUST-0322,WH-003,2025-12-12 10:05:09,delivered,118.28,12
ORD-01368,CUST-0481,WH-008,2025-12-05 14:04:29,delivered,324.39,10
ORD-01369,CUST-0437,WH-007,2026-03-10 22:20:09,cancelled,367.41,1
ORD-01370,CUST-0268,WH-004,2025-05-06 09:53:13,delivered,86.66,3
ORD-01371,CUST-0383,WH-005,2025-12-01 23:39:37,cancelled,213.98,2
ORD-01372,CUST-0325,WH-004,2025-12-31 20:21:57,cancelled,144.46,5
ORD-01373,CUST-0331,WH-003,2025-12-12 11:42:41,delivered,306.6,7
ORD-01374,CUST-0123,WH-002,2025-10-22 03:23:32,shipped,28.44,5
ORD-01375,CUST-0238,WH-008,2025-08-01 07:23:21,delivered,226.52,11
ORD-01376,CUST-0464,WH-001,2025-09-09 03:00:00,delivered,147.27,1
ORD-01377,CUST-0133,WH-005,2025-12-19 23:29:19,delivered,100.35,1
ORD-01378,CUST-0494,WH-008,2025-11-03 11:57:22,delivered,41.83,2
ORD-01379,CUST-0161,WH-005,2025-08-04 10:45:45,cancelled,451.78,7
ORD-01380,CUST-0460,WH-006,2026-01-11 13:26:52,delivered,444.57,7
ORD-01381,CUST-0483,WH-003,2026-03-13 09:14:21,delivered,291.92,9
ORD-01382,CUST-0478,WH-002,2025-04-18 04:24:32,delivered,417.06,9
ORD-01383,CUST-0129,WH-008,2025-07-26 11:37:51,cancelled,130.47,2
ORD-01384,CUST-0396,WH-006,2025-10-25 01:38:08,delivered,298.4,7
ORD-01385,CUST-0413,WH-004,2026-03-17 11:35:20,cancelled,120.73,2
ORD-01386,CUST-0090,WH-004,2025-12-27 01:45:30,returned,228.15,5
ORD-01387,CUST-0442,WH-001,2025-09-25 06:19:34,delivered,196.73,2
ORD-01388,CUST-0163,WH-007,2025-06-29 05:17:29,delivered,134.48,5
ORD-01389,CUST-0451,WH-003,2025-10-31 03:26:29,delivered,362.1,5
ORD-01390,CUST-0011,WH-001,2026-01-28 05:33:11,cancelled,336.18,1
ORD-01391,CUST-0354,WH-004,2025-12-09 10:44:26,delivered,201.57,11
ORD-01392,CUST-0491,WH-006,2025-12-26 01:00:11,cancelled,347.35,9
ORD-01393,CUST-0444,WH-004,2026-03-05 12:17:06,cancelled,203.41,7
ORD-01394,CUST-0475,WH-005,2026-01-25 18:08:04,delivered,469.12,4
ORD-01395,CUST-0153,WH-004,2025-09-10 00:56:23,cancelled,92.71,8
ORD-01396,CUST-0324,WH-006,2025-06-26 08:35:14,cancelled,386.87,7
ORD-01397,CUST-0405,WH-001,2025-08-03 10:17:31,delivered,53.85,8
ORD-01398,CUST-0242,WH-007,2025-04-28 19:12:41,cancelled,176.37,7
ORD-01399,CUST-0449,WH-002,2025-08-15 11:13:28,cancelled,353.76,9
ORD-01400,CUST-0034,WH-006,2026-01-05 03:10:51,delivered,368.68,9
ORD-01401,CUST-0378,WH-006,2026-01-10 14:15:36,delivered,28.27,1
ORD-01402,CUST-0329,WH-003,2025-05-31 07:40:30,delivered,398.64,3
ORD-01403,CUST-0002,WH-007,2026-04-12 14:06:26,delivered,163.19,10
ORD-01404,CUST-0043,WH-002,2025-07-27 23:59:00,shipped,265.44,11
ORD-01405,CUST-0391,WH-003,2025-05-19 04:46:26,cancelled,347.59,6
ORD-01406,CUST-0232,WH-008,2025-11-02 19:57:44,cancelled,79.75,3
ORD-01407,CUST-0352,WH-006,2025-10-22 17:02:42,delivered,111.35,7
ORD-01408,CUST-0189,WH-003,2026-01-16 19:13:34,delivered,198.0,10
ORD-01409,CUST-0115,WH-001,2025-06-12 17:54:04,cancelled,462.71,11
ORD-01410,CUST-0314,WH-004,2025-04-25 11:37:40,cancelled,487.45,4
ORD-01411,CUST-0135,WH-003,2026-01-31 05:55:58,pending,314.73,10
ORD-01412,CUST-0134,WH-003,2025-11-17 16:53:03,processing,193.44,10
ORD-01413,CUST-0061,WH-001,2025-07-12 10:39:59,delivered,226.05,8
ORD-01414,CUST-0424,WH-008,2026-01-23 01:13:16,shipped,361.08,4
ORD-01415,CUST-0485,WH-005,2026-01-05 15:32:44,delivered,254.67,3
ORD-01416,CUST-0221,WH-004,2026-04-10 18:32:52,delivered,497.68,5
ORD-01417,CUST-0373,WH-004,2025-05-25 15:14:50,delivered,213.13,3
ORD-01418,CUST-0015,WH-005,2025-05-07 04:36:35,returned,129.21,8
ORD-01419,CUST-0465,WH-004,2025-08-29 12:34:59,delivered,346.87,8
ORD-01420,CUST-0044,WH-001,2025-11-30 07:10:47,delivered,437.65,12
ORD-01421,CUST-0204,WH-004,2025-08-22 18:22:05,delivered,358.6,12
ORD-01422,CUST-0306,WH-005,2025-05-02 17:33:17,processing,285.14,1
ORD-01423,CUST-0171,WH-004,2025-12-09 01:19:13,delivered,186.84,10
ORD-01424,CUST-0481,WH-001,2025-05-30 20:40:00,pending,259.7,7
ORD-01425,CUST-0155,WH-007,2025-08-02 02:59:44,delivered,79.14,9
ORD-01426,CUST-0022,WH-003,2026-01-09 10:15:59,delivered,259.32,6
ORD-01427,CUST-0450,WH-008,2025-09-27 19:19:09,shipped,168.9,9
ORD-01428,CUST-0222,WH-003,2026-04-09 07:26:55,delivered,166.94,3
ORD-01429,CUST-0256,WH-005,2026-02-03 10:58:26,delivered,464.22,5
ORD-01430,CUST-0463,WH-005,2026-04-11 12:28:38,delivered,384.36,5
ORD-01431,CUST-0265,WH-006,2025-11-07 21:01:46,delivered,95.02,12
ORD-01432,CUST-0252,WH-003,2026-03-07 22:42:00,delivered,462.58,11
ORD-01433,CUST-0409,WH-008,2025-11-30 13:47:46,processing,87.08,4
ORD-01434,CUST-0094,WH-001,2025-10-27 01:49:13,delivered,94.32,8
ORD-01435,CUST-0224,WH-002,2025-11-18 19:34:43,returned,464.7,1
ORD-01436,CUST-0227,WH-006,2025-08-21 06:06:40,returned,287.01,8
ORD-01437,CUST-0253,WH-002,2025-07-28 05:18:35,cancelled,435.44,2
ORD-01438,CUST-0179,WH-002,2026-01-26 22:24:51,delivered,152.8,3
ORD-01439,CUST-0384,WH-005,2026-01-01 09:22:57,delivered,336.62,4
ORD-01440,CUST-0299,WH-001,2025-12-16 21:31:59,delivered,291.83,7
ORD-01441,CUST-0472,WH-002,2026-01-01 04:58:09,delivered,256.58,2
ORD-01442,CUST-0455,WH-006,2025-10-22 02:24:47,pending,345.44,11
ORD-01443,CUST-0063,WH-007,2025-07-14 17:50:03,delivered,465.64,2
ORD-01444,CUST-0429,WH-006,2025-08-13 00:58:04,shipped,54.32,12
ORD-01445,CUST-0338,WH-008,2025-11-14 00:02:50,delivered,478.27,10
ORD-01446,CUST-0337,WH-001,2026-02-09 19:58:54,delivered,36.27,10
ORD-01447,CUST-0487,WH-008,2025-08-25 05:55:28,delivered,369.8,12
ORD-01448,CUST-0465,WH-003,2025-05-21 02:04:40,delivered,38.61,11
ORD-01449,CUST-0145,WH-006,2025-12-31 05:12:32,delivered,375.74,9
ORD-01450,CUST-0488,WH-007,2026-02-11 21:01:31,processing,138.75,4
ORD-01451,CUST-0495,WH-007,2025-05-15 05:28:09,processing,428.39,3
ORD-01452,CUST-0199,WH-007,2025-05-08 00:18:53,delivered,379.99,11
ORD-01453,CUST-0079,WH-002,2026-03-05 19:35:57,delivered,403.53,12
ORD-01454,CUST-0413,WH-005,2025-10-06 05:51:36,cancelled,307.7,6
ORD-01455,CUST-0341,WH-002,2025-09-25 06:06:26,cancelled,263.64,8
ORD-01456,CUST-0229,WH-007,2025-08-28 04:17:04,delivered,288.08,7
ORD-01457,CUST-0047,WH-007,2025-10-24 12:10:13,cancelled,312.73,7
ORD-01458,CUST-0323,WH-007,2025-11-16 03:30:21,processing,263.97,8
ORD-01459,CUST-0347,WH-004,2025-10-21 20:05:14,delivered,361.11,8
ORD-01460,CUST-0270,WH-002,2025-09-06 11:42:30,delivered,227.12,8
ORD-01461,CUST-0154,WH-003,2025-07-20 14:36:56,returned,346.89,5
ORD-01462,CUST-0431,WH-004,2025-10-14 11:44:25,delivered,158.31,1
ORD-01463,CUST-0283,WH-002,2025-09-16 22:45:26,cancelled,264.01,9
ORD-01464,CUST-0218,WH-007,2025-09-23 00:46:30,processing,335.51,10
ORD-01465,CUST-0417,WH-005,2026-03-21 08:22:28,delivered,299.0,9
ORD-01466,CUST-0009,WH-002,2025-10-11 02:20:22,delivered,239.5,3
ORD-01467,CUST-0432,WH-007,2026-04-05 18:36:46,pending,216.88,12
ORD-01468,CUST-0153,WH-006,2026-02-10 04:28:36,delivered,235.67,11
ORD-01469,CUST-0231,WH-005,2025-06-07 00:26:38,delivered,460.28,3
ORD-01470,CUST-0109,WH-003,2025-05-31 17:28:41,processing,491.36,5
ORD-01471,CUST-0447,WH-002,2025-12-31 00:54:54,delivered,23.69,7
ORD-01472,CUST-0060,WH-001,2025-06-01 13:17:58,shipped,246.4,12
ORD-01473,CUST-0208,WH-008,2025-12-28 14:50:03,delivered,409.37,10
ORD-01474,CUST-0185,WH-007,2026-02-24 14:22:19,cancelled,57.5,3
ORD-01475,CUST-0008,WH-004,2025-05-28 10:00:34,shipped,22.7,4
ORD-01476,CUST-0440,WH-001,2025-07-01 23:06:48,delivered,329.58,11
ORD-01477,CUST-0124,WH-007,2025-10-05 04:27:40,cancelled,431.22,9
ORD-01478,CUST-0098,WH-002,2026-01-12 22:44:50,delivered,239.76,8
ORD-01479,CUST-0217,WH-001,2026-03-26 02:37:37,shipped,452.67,12
ORD-01480,CUST-0360,WH-008,2025-08-28 04:36:58,returned,243.67,8
ORD-01481,CUST-0300,WH-004,2026-03-28 22:34:51,delivered,291.17,7
ORD-01482,CUST-0027,WH-006,2025-11-21 00:37:23,pending,320.75,12
ORD-01483,CUST-0222,WH-007,2025-09-11 13:00:13,cancelled,372.48,10
ORD-01484,CUST-0375,WH-005,2025-05-29 10:37:33,pending,208.84,9
ORD-01485,CUST-0303,WH-008,2025-11-10 03:05:33,delivered,44.44,1
ORD-01486,CUST-0217,WH-006,2025-04-30 00:14:36,delivered,144.91,11
ORD-01487,CUST-0214,WH-008,2025-06-10 06:58:13,shipped,317.01,11
ORD-01488,CUST-0178,WH-008,2025-08-28 23:20:01,delivered,25.09,5
ORD-01489,CUST-0372,WH-004,2026-04-12 06:11:03,delivered,227.48,9
ORD-01490,CUST-0113,WH-006,2025-08-04 01:26:42,cancelled,428.93,12
ORD-01491,CUST-0337,WH-008,2025-10-09 18:38:47,shipped,157.3,12
ORD-01492,CUST-0200,WH-007,2026-01-29 06:38:30,cancelled,341.46,12
ORD-01493,CUST-0185,WH-008,2025-06-06 05:06:12,delivered,424.6,10
ORD-01494,CUST-0107,WH-005,2025-11-16 15:38:40,delivered,56.8,8
ORD-01495,CUST-0067,WH-003,2025-05-03 01:36:12,shipped,308.79,2
ORD-01496,CUST-0407,WH-007,2026-03-07 21:56:47,cancelled,254.46,4
ORD-01497,CUST-0108,WH-001,2026-03-06 00:24:07,returned,189.01,5
ORD-01498,CUST-0183,WH-003,2025-07-03 00:52:31,shipped,431.84,9
ORD-01499,CUST-0017,WH-002,2026-02-08 11:23:37,delivered,70.28,4
ORD-01500,CUST-0062,WH-004,2025-10-10 19:47:16,delivered,496.93,6
ORD-01501,CUST-0394,WH-001,2025-05-29 23:26:13,delivered,285.16,3
ORD-01502,CUST-0437,WH-002,2025-08-20 15:18:46,delivered,464.42,8
ORD-01503,CUST-0410,WH-008,2026-02-27 05:05:24,returned,381.55,2
ORD-01504,CUST-0401,WH-002,2025-09-14 19:30:12,cancelled,35.36,2
ORD-01505,CUST-0086,WH-002,2025-11-10 14:26:18,cancelled,456.83,3
ORD-01506,CUST-0373,WH-005,2025-11-07 22:29:28,delivered,384.55,8
ORD-01507,CUST-0376,WH-002,2026-03-10 02:50:32,shipped,191.41,3
ORD-01508,CUST-0063,WH-004,2026-01-25 16:15:39,delivered,216.64,1
ORD-01509,CUST-0126,WH-008,2025-10-05 20:52:14,delivered,259.94,2
ORD-01510,CUST-0137,WH-006,2026-01-03 06:46:50,delivered,216.28,11
ORD-01511,CUST-0341,WH-004,2025-11-22 12:38:45,shipped,380.45,7
ORD-01512,CUST-0404,WH-004,2026-01-18 14:13:17,shipped,222.98,7
ORD-01513,CUST-0460,WH-008,2025-10-16 15:46:43,returned,265.34,11
ORD-01514,CUST-0186,WH-001,2025-09-30 15:35:44,delivered,388.52,12
ORD-01515,CUST-0413,WH-002,2025-09-26 15:06:47,processing,167.68,3
ORD-01516,CUST-0223,WH-001,2025-09-26 07:37:16,delivered,32.99,11
ORD-01517,CUST-0078,WH-001,2026-02-25 17:19:01,returned,490.32,11
ORD-01518,CUST-0449,WH-005,2025-08-12 01:54:28,delivered,444.6,12
ORD-01519,CUST-0284,WH-005,2026-02-01 10:05:48,delivered,167.14,6
ORD-01520,CUST-0005,WH-005,2025-12-14 00:00:28,cancelled,311.04,3
ORD-01521,CUST-0359,WH-007,2025-09-11 21:50:36,delivered,114.49,9
ORD-01522,CUST-0320,WH-008,2025-07-09 08:00:15,delivered,445.52,11
ORD-01523,CUST-0208,WH-004,2025-09-06 17:05:46,cancelled,55.88,9
ORD-01524,CUST-0172,WH-007,2025-10-29 21:22:03,delivered,373.93,3
ORD-01525,CUST-0267,WH-005,2026-03-31 05:26:05,delivered,263.16,5
ORD-01526,CUST-0267,WH-006,2026-03-06 09:02:41,delivered,92.61,1
ORD-01527,CUST-0456,WH-005,2026-01-09 01:58:29,delivered,390.47,12
ORD-01528,CUST-0217,WH-002,2025-12-07 05:05:21,delivered,423.17,5
ORD-01529,CUST-0322,WH-006,2026-02-25 13:52:52,shipped,381.93,2
ORD-01530,CUST-0230,WH-005,2025-12-29 14:21:39,delivered,17.53,6
ORD-01531,CUST-0121,WH-004,2025-11-10 05:06:32,delivered,153.0,12
ORD-01532,CUST-0294,WH-003,2026-01-31 02:04:36,delivered,267.04,4
ORD-01533,CUST-0054,WH-006,2025-12-29 16:01:42,delivered,108.39,6
ORD-01534,CUST-0233,WH-002,2025-11-06 05:07:12,shipped,221.46,7
ORD-01535,CUST-0042,WH-002,2025-05-30 12:10:47,processing,445.93,8
ORD-01536,CUST-0110,WH-008,2025-11-05 14:17:33,processing,343.26,7
ORD-01537,CUST-0302,WH-007,2025-06-24 13:54:23,cancelled,298.39,11
ORD-01538,CUST-0217,WH-008,2025-11-27 06:33:04,delivered,474.69,12
ORD-01539,CUST-0499,WH-007,2025-11-11 23:43:03,cancelled,85.01,3
ORD-01540,CUST-0249,WH-008,2025-05-04 14:37:27,shipped,356.69,9
ORD-01541,CUST-0061,WH-004,2025-11-09 13:45:55,delivered,30.81,3
ORD-01542,CUST-0484,WH-006,2025-06-23 11:20:19,cancelled,72.6,7
ORD-01543,CUST-0057,WH-002,2025-10-06 02:12:05,delivered,155.45,9
ORD-01544,CUST-0079,WH-002,2026-03-08 20:50:13,delivered,495.64,5
ORD-01545,CUST-0151,WH-008,2025-05-29 05:30:48,pending,84.29,10
ORD-01546,CUST-0216,WH-001,2026-03-23 05:29:06,cancelled,163.0,5
ORD-01547,CUST-0111,WH-003,2025-06-19 22:43:39,cancelled,252.06,2
ORD-01548,CUST-0281,WH-006,2025-04-22 05:27:28,processing,36.67,8
ORD-01549,CUST-0294,WH-005,2026-01-27 15:39:48,delivered,451.64,7
ORD-01550,CUST-0244,WH-003,2025-07-13 21:15:51,delivered,259.81,8
ORD-01551,CUST-0390,WH-008,2025-12-29 00:24:55,delivered,87.26,12
ORD-01552,CUST-0167,WH-002,2026-03-05 12:07:04,delivered,337.28,7
ORD-01553,CUST-0199,WH-004,2025-09-24 13:08:56,cancelled,179.41,1
ORD-01554,CUST-0491,WH-008,2026-02-04 00:24:57,delivered,328.27,3
ORD-01555,CUST-0363,WH-001,2025-11-22 22:41:01,delivered,401.14,12
ORD-01556,CUST-0159,WH-002,2025-09-09 01:12:13,delivered,56.3,10
ORD-01557,CUST-0278,WH-001,2025-05-01 17:27:20,returned,268.05,8
ORD-01558,CUST-0258,WH-001,2026-02-24 03:00:00,shipped,469.05,3
ORD-01559,CUST-0493,WH-001,2025-04-23 19:03:36,delivered,114.82,12
ORD-01560,CUST-0430,WH-008,2025-09-21 21:55:47,processing,273.77,6
ORD-01561,CUST-0206,WH-001,2025-09-13 20:22:23,delivered,467.92,6
ORD-01562,CUST-0224,WH-003,2026-02-23 06:36:41,delivered,431.93,6
ORD-01563,CUST-0196,WH-005,2025-08-09 05:14:17,processing,490.2,9
ORD-01564,CUST-0087,WH-005,2025-07-18 05:29:55,shipped,138.94,2
ORD-01565,CUST-0079,WH-005,2025-05-27 04:05:14,returned,344.13,1
ORD-01566,CUST-0315,WH-006,2025-05-21 13:52:29,shipped,360.95,5
ORD-01567,CUST-0200,WH-002,2025-06-15 17:09:18,delivered,215.22,6
ORD-01568,CUST-0133,WH-007,2025-06-06 21:42:34,cancelled,451.26,1
ORD-01569,CUST-0104,WH-004,2025-07-17 15:16:10,delivered,299.22,8
ORD-01570,CUST-0261,WH-007,2025-05-18 00:48:08,cancelled,145.6,6
ORD-01571,CUST-0238,WH-007,2025-08-05 08:25:28,processing,29.02,11
ORD-01572,CUST-0120,WH-001,2025-09-11 01:13:38,delivered,482.29,11
ORD-01573,CUST-0052,WH-004,2025-06-16 02:13:41,delivered,331.0,3
ORD-01574,CUST-0156,WH-007,2025-11-25 17:29:02,delivered,425.44,9
ORD-01575,CUST-0105,WH-003,2025-08-12 02:33:36,delivered,492.87,4
ORD-01576,CUST-0276,WH-007,2025-04-25 05:18:58,returned,284.25,1
ORD-01577,CUST-0001,WH-008,2025-05-06 15:57:09,returned,316.05,11
ORD-01578,CUST-0498,WH-003,2025-09-04 17:15:28,pending,467.75,8
ORD-01579,CUST-0140,WH-005,2025-08-10 04:32:47,cancelled,199.37,6
ORD-01580,CUST-0432,WH-004,2025-09-13 01:50:44,delivered,262.51,1
ORD-01581,CUST-0083,WH-002,2025-08-11 17:09:19,delivered,206.72,2
ORD-01582,CUST-0426,WH-003,2025-08-30 10:47:53,delivered,499.43,7
ORD-01583,CUST-0108,WH-006,2026-02-11 14:55:20,cancelled,473.52,11
ORD-01584,CUST-0134,WH-008,2025-05-29 11:30:04,delivered,336.2,6
ORD-01585,CUST-0175,WH-004,2025-06-28 06:43:39,delivered,305.76,1
ORD-01586,CUST-0468,WH-003,2026-01-15 00:09:49,delivered,15.99,8
ORD-01587,CUST-0003,WH-001,2025-11-15 08:07:48,delivered,215.38,12
ORD-01588,CUST-0361,WH-008,2025-10-12 08:28:46,delivered,275.99,11
ORD-01589,CUST-0334,WH-002,2026-01-15 02:24:35,delivered,447.9,11
ORD-01590,CUST-0228,WH-002,2025-09-02 22:23:03,delivered,409.2,10
ORD-01591,CUST-0184,WH-007,2025-05-27 07:54:56,shipped,387.46,12
ORD-01592,CUST-0005,WH-002,2025-05-07 10:37:31,delivered,469.08,8
ORD-01593,CUST-0005,WH-004,2025-10-02 01:40:17,delivered,382.83,11
ORD-01594,CUST-0472,WH-006,2025-09-10 23:28:28,shipped,410.9,11
ORD-01595,CUST-0156,WH-004,2025-10-09 03:16:16,delivered,254.5,6
ORD-01596,CUST-0019,WH-005,2025-09-11 03:07:57,delivered,356.46,10
ORD-01597,CUST-0108,WH-001,2025-07-09 16:03:09,shipped,413.24,7
ORD-01598,CUST-0057,WH-005,2026-03-04 22:58:11,delivered,254.6,9
ORD-01599,CUST-0100,WH-003,2025-07-22 14:31:46,processing,77.2,2
ORD-01600,CUST-0066,WH-005,2026-04-02 04:43:40,cancelled,429.91,9
ORD-01601,CUST-0374,WH-005,2025-12-17 20:52:55,shipped,343.82,12
ORD-01602,CUST-0348,WH-005,2025-07-14 06:17:16,delivered,443.3,1
ORD-01603,CUST-0481,WH-007,2025-11-03 21:34:20,delivered,472.39,1
ORD-01604,CUST-0438,WH-006,2026-01-27 02:08:20,delivered,497.63,5
ORD-01605,CUST-0063,WH-008,2025-08-04 13:18:11,delivered,265.87,1
ORD-01606,CUST-0453,WH-004,2025-09-10 20:34:37,pending,460.42,9
ORD-01607,CUST-0230,WH-006,2025-05-15 22:39:37,pending,109.38,2
ORD-01608,CUST-0451,WH-001,2025-12-03 12:24:05,returned,124.43,12
ORD-01609,CUST-0217,WH-002,2025-06-28 14:35:39,cancelled,110.49,6
ORD-01610,CUST-0160,WH-002,2026-04-03 19:37:12,delivered,61.91,8
ORD-01611,CUST-0222,WH-001,2025-08-29 15:26:38,delivered,318.75,6
ORD-01612,CUST-0431,WH-005,2026-04-10 04:07:11,delivered,244.68,6
ORD-01613,CUST-0427,WH-001,2026-01-25 22:10:18,cancelled,267.04,4
ORD-01614,CUST-0484,WH-002,2025-10-28 15:02:53,delivered,315.49,2
ORD-01615,CUST-0321,WH-008,2025-09-17 01:39:08,delivered,56.48,1
ORD-01616,CUST-0470,WH-001,2026-03-14 05:03:59,delivered,446.69,12
ORD-01617,CUST-0034,WH-003,2025-09-27 07:00:07,processing,404.16,1
ORD-01618,CUST-0155,WH-007,2025-04-15 15:54:54,processing,343.62,9
ORD-01619,CUST-0027,WH-005,2025-10-02 00:10:06,cancelled,209.82,10
ORD-01620,CUST-0386,WH-007,2026-02-12 05:12:50,delivered,305.79,11
ORD-01621,CUST-0320,WH-001,2025-07-29 22:37:52,delivered,240.14,7
ORD-01622,CUST-0451,WH-002,2026-04-05 08:10:32,delivered,469.73,1
ORD-01623,CUST-0233,WH-006,2025-04-15 11:53:57,delivered,67.38,1
ORD-01624,CUST-0305,WH-002,2026-03-22 06:02:12,delivered,422.78,10
ORD-01625,CUST-0065,WH-005,2025-10-08 09:52:08,delivered,248.48,10
ORD-01626,CUST-0228,WH-003,2025-11-19 15:54:18,delivered,401.56,1
ORD-01627,CUST-0066,WH-005,2026-02-15 21:53:16,delivered,263.87,11
ORD-01628,CUST-0387,WH-006,2025-09-01 03:28:28,delivered,444.33,3
ORD-01629,CUST-0076,WH-008,2025-08-21 15:35:06,delivered,181.31,6
ORD-01630,CUST-0497,WH-001,2025-12-02 04:54:51,delivered,333.97,3
ORD-01631,CUST-0030,WH-004,2025-11-15 00:30:17,delivered,420.06,1
ORD-01632,CUST-0217,WH-006,2025-10-18 16:33:23,shipped,112.18,4
ORD-01633,CUST-0403,WH-002,2025-05-01 21:50:53,delivered,338.91,12
ORD-01634,CUST-0355,WH-008,2026-01-10 06:38:25,delivered,175.61,10
ORD-01635,CUST-0290,WH-006,2025-11-06 22:58:40,delivered,218.07,3
ORD-01636,CUST-0054,WH-008,2025-08-03 02:27:48,cancelled,456.61,8
ORD-01637,CUST-0113,WH-001,2025-09-06 16:17:16,delivered,351.21,8
ORD-01638,CUST-0320,WH-004,2025-05-30 05:07:35,delivered,371.27,6
ORD-01639,CUST-0414,WH-007,2025-06-05 07:16:50,delivered,104.36,1
ORD-01640,CUST-0186,WH-001,2025-11-04 13:06:07,processing,29.56,2
ORD-01641,CUST-0073,WH-005,2025-07-26 08:48:15,delivered,321.2,6
ORD-01642,CUST-0023,WH-001,2025-09-20 01:37:08,shipped,152.79,4
ORD-01643,CUST-0454,WH-005,2025-11-24 06:09:25,delivered,179.81,9
ORD-01644,CUST-0126,WH-003,2026-03-30 23:37:44,shipped,100.4,5
ORD-01645,CUST-0467,WH-002,2025-08-09 13:18:57,pending,343.56,7
ORD-01646,CUST-0336,WH-002,2025-12-20 10:16:25,delivered,116.97,8
